"id","url","scraped_at"
92,"https://www.sciencemag.org/careers/1999/04/university-cash-crisis-blocks-career-paths","2019-10-27 10:05:06"
93,"https://www.sciencemag.org/careers/1999/04/new-nsf-scholarship-program-include-undergraduates","2019-10-27 10:05:07"
94,"https://www.sciencemag.org/careers/1999/04/field-report-5-salary-mission","2019-10-27 10:05:09"
95,"https://www.sciencemag.org/careers/1999/03/book-review-dorothy-hodgkin-life","2019-10-27 10:05:10"
96,"https://www.sciencemag.org/careers/1999/03/diary-british-scientist-catalyst-new-career","2019-10-27 10:05:12"
97,"https://www.sciencemag.org/careers/1999/03/biotech-incubator-helping-hand-budding-entrepreneurs","2019-10-27 10:05:14"
98,"https://www.sciencemag.org/careers/1999/03/grad-student-union-finally-busts-uc","2019-10-27 10:05:15"
99,"https://www.sciencemag.org/careers/1999/03/comic-national-institutes-help-ive-fallen-and-i-cant-get","2019-10-27 10:05:17"
100,"https://www.sciencemag.org/careers/1999/03/praise-sherpa-moving-follower-leader-your-career","2019-10-27 10:05:19"
101,"https://www.sciencemag.org/careers/1999/03/canadian-federation-students-take-feds-court","2019-10-27 10:05:20"
102,"https://www.sciencemag.org/careers/1999/03/reprints-frustrating-career-trailing-spouse","2019-10-27 10:05:21"
103,"https://www.sciencemag.org/careers/1999/03/intellectual-property-life-invention","2019-10-27 10:05:23"
104,"https://www.sciencemag.org/careers/1999/03/intellectual-property-exploitation-intellectual-property-technology-transfer-through","2019-10-27 10:05:24"
105,"https://www.sciencemag.org/careers/1999/03/european-science-minister-heart-political-scandal","2019-10-27 10:05:26"
106,"https://www.sciencemag.org/careers/1999/03/finance-1-analyzing-financial-statements-annual-report-using-ratios-part-vii-learnins","2019-10-27 10:05:28"
107,"https://www.sciencemag.org/careers/1999/03/subsidy-helps-new-grads-find-first-science-jobs","2019-10-27 10:05:29"
108,"https://www.sciencemag.org/careers/1999/03/managing-first-impressions-interviews","2019-10-27 10:05:31"
109,"https://www.sciencemag.org/careers/1999/03/site-review-creative-job-search","2019-10-27 10:05:32"
110,"https://www.sciencemag.org/careers/1999/03/stock-market-rare-events-french-physicist-finance","2019-10-27 10:05:34"
111,"https://www.sciencemag.org/careers/1999/03/site-review-survey-dual-career-science-couples","2019-10-27 10:05:35"
112,"https://www.sciencemag.org/careers/1999/03/intellectual-property-resources","2019-10-27 10:05:37"
113,"https://www.sciencemag.org/careers/1999/05/mba-lessons-scientists-index-columns","2019-10-27 10:05:40"
114,"https://www.sciencemag.org/careers/1999/05/site-review-funders-online","2019-10-27 10:05:42"
115,"https://www.sciencemag.org/careers/1999/05/careers-teaching-qa-teaching-placement-agency","2019-10-27 10:05:43"
116,"https://www.sciencemag.org/careers/1999/05/first-ever-canadian-biofair-huge-success","2019-10-27 10:05:45"
117,"https://www.sciencemag.org/careers/1999/05/careers-teaching-feature-index","2019-10-27 10:05:46"
118,"https://www.sciencemag.org/careers/1999/05/some-real-world-observations-industrial-postdocs","2019-10-27 10:05:48"
119,"https://www.sciencemag.org/careers/1999/05/careers-teaching-resources","2019-10-27 10:05:49"
120,"https://www.sciencemag.org/careers/1999/05/careers-teaching-pursuing-less-traditional-career-path","2019-10-27 10:05:51"
121,"https://www.sciencemag.org/careers/1999/05/careers-teaching-neurobiology-high-school","2019-10-27 10:05:52"
122,"https://www.sciencemag.org/careers/1999/04/more-pay-more-say-private-members-bill-calls-more-student-power-university-board","2019-10-27 10:05:53"
123,"https://www.sciencemag.org/careers/1999/04/high-level-groups-study-barriers-women-face","2019-10-27 10:05:55"
124,"https://www.sciencemag.org/careers/1999/04/numbers-national-science-foundation","2019-10-27 10:05:56"
125,"https://www.sciencemag.org/careers/1999/04/how-basic-researchers-can-fall-management-industry","2019-10-27 10:05:58"
126,"https://www.sciencemag.org/careers/1999/04/marketing-i-mass-market-promotion-strategy-part-x-learnins-my-mba-series","2019-10-27 10:06:00"
127,"https://www.sciencemag.org/careers/1999/04/comic-national-institutes-greener-grass","2019-10-27 10:06:01"
128,"https://www.sciencemag.org/careers/1999/04/site-review-alberta-womens-science-network","2019-10-27 10:06:03"
129,"https://www.sciencemag.org/careers/1999/04/marketing-i-figuring-out-your-product-part-ix-learnins-my-mba-series","2019-10-27 10:06:04"
130,"https://www.sciencemag.org/careers/1999/04/spy-index-columns","2019-10-27 10:06:06"
131,"https://www.sciencemag.org/careers/1999/04/site-review-milkround-graduate-recruitment","2019-10-27 10:06:08"
132,"https://www.sciencemag.org/careers/1999/04/field-report-6-spy-counts-his-beans","2019-10-27 10:06:09"
133,"https://www.sciencemag.org/careers/1999/04/comic-national-institutes-generic-whining-and-complaining","2019-10-27 10:06:10"
134,"https://www.sciencemag.org/careers/1999/04/training-scientists-how-be-better-teachers-doing-it-yourself","2019-10-27 10:06:12"
135,"https://www.sciencemag.org/careers/1999/04/reprints-growth-positions-tenure-track-trend-thats-here-stay-study-finds","2019-10-27 10:06:13"
136,"https://www.sciencemag.org/careers/1999/04/training-scientists-how-be-better-teachers","2019-10-27 10:06:15"
138,"https://www.sciencemag.org/careers/1999/06/proteomics-resources","2019-10-27 10:06:18"
139,"https://www.sciencemag.org/careers/1999/06/comic-national-institutes-guide-why-people-become-scientists","2019-10-27 10:06:19"
140,"https://www.sciencemag.org/careers/1999/06/proteomics-qa-rowan-chapman","2019-10-27 10:06:21"
141,"https://www.sciencemag.org/careers/1999/06/european-union-news-feature-index","2019-10-27 10:06:23"
142,"https://www.sciencemag.org/careers/1999/06/pios-feature-index","2019-10-27 10:06:24"
143,"https://www.sciencemag.org/careers/1999/05/nouvelles-bourses-de-recherche-luniversit-de-montr-al","2019-10-27 10:06:25"
144,"https://www.sciencemag.org/careers/1999/05/scarlet-letter-tips-obtaining-best-and-avoiding-worst-your-letters-reference","2019-10-27 10:06:27"
145,"https://www.sciencemag.org/careers/1999/05/running-faculty-tenure-track","2019-10-27 10:06:28"
146,"https://www.sciencemag.org/careers/1999/05/site-review-workinfonet","2019-10-27 10:06:30"
147,"https://www.sciencemag.org/careers/1999/05/new-research-grants-announced-university-montreal","2019-10-27 10:06:31"
148,"https://www.sciencemag.org/careers/1999/05/young-scientists-activists-feature-index","2019-10-27 10:06:33"
149,"https://www.sciencemag.org/careers/1999/05/young-scientists-activists-linda-mcpheron","2019-10-27 10:06:34"
150,"https://www.sciencemag.org/careers/1999/05/young-scientists-activists-tara-riemer","2019-10-27 10:06:35"
151,"https://www.sciencemag.org/careers/1999/05/canadian-class-1995-earns-equivalent-pay-has-more-student-debt","2019-10-27 10:06:37"
152,"https://www.sciencemag.org/careers/1999/05/site-review-bioindustry-association","2019-10-27 10:06:38"
153,"https://www.sciencemag.org/careers/1999/05/activated-state-argument-involved-scientists","2019-10-27 10:06:39"
154,"https://www.sciencemag.org/careers/1999/05/short-term-contracts-interview-mike-dexter","2019-10-27 10:06:40"
155,"https://www.sciencemag.org/careers/1999/05/grants-chief-calls-action-short-term-contracts","2019-10-27 10:06:42"
156,"https://www.sciencemag.org/careers/1999/05/young-scientists-activists-rama-kasturi","2019-10-27 10:06:43"
157,"https://www.sciencemag.org/careers/1999/05/young-scientists-activists-sharyl-nass","2019-10-27 10:06:44"
158,"https://www.sciencemag.org/careers/1999/05/field-report-7-day-life-spy","2019-10-27 10:06:46"
159,"https://www.sciencemag.org/careers/1999/05/learning-think-entrepreneur-part-two","2019-10-27 10:06:47"
160,"https://www.sciencemag.org/careers/1999/05/marketing-i-mass-market-channels-promotion-part-xi-learnins-my-mba-series","2019-10-27 10:06:49"
161,"https://www.sciencemag.org/careers/1999/05/careers-concordat-fails-deliver-results-contract-research-staff","2019-10-27 10:06:50"
162,"https://www.sciencemag.org/careers/1999/05/careers-teaching-teaching-inside-and-outside-undergraduate-university","2019-10-27 10:06:52"
163,"https://www.sciencemag.org/careers/1999/07/site-review-scijobsorg","2019-10-27 10:06:57"
164,"https://www.sciencemag.org/careers/1999/07/german-agency-unveils-young-profs-program","2019-10-27 10:06:58"
165,"https://www.sciencemag.org/careers/1999/07/pios-public-relations-life-less-ordinary","2019-10-27 10:07:00"
166,"https://www.sciencemag.org/careers/1999/07/why-not-doing-postdoc-can-be-threatening","2019-10-27 10:07:01"
167,"https://www.sciencemag.org/careers/1999/07/comic-national-institutes-nine-types-postdoctoral-fellows","2019-10-27 10:07:02"
168,"https://www.sciencemag.org/careers/1999/07/pios-day-life-media-relations-officer","2019-10-27 10:07:04"
169,"https://www.sciencemag.org/careers/1999/07/pios-rocks-news-and-information","2019-10-27 10:07:05"
170,"https://www.sciencemag.org/careers/1999/06/patent-law-advice-patent-law-job-seeker-uk","2019-10-27 10:07:07"
171,"https://www.sciencemag.org/careers/1999/06/site-review-job-bus","2019-10-27 10:07:08"
172,"https://www.sciencemag.org/careers/1999/06/dating-game-why-job-hunting-and-finding-mate-are-really-same-thing","2019-10-27 10:07:10"
173,"https://www.sciencemag.org/careers/1999/06/government-report-research-commercialization-recommends-major-changes-canadian","2019-10-27 10:07:11"
174,"https://www.sciencemag.org/careers/1999/06/field-report-8-day-life-freelancing-spy","2019-10-27 10:07:12"
175,"https://www.sciencemag.org/careers/1999/06/book-review-guide-non-traditional-careers-science","2019-10-27 10:07:14"
176,"https://www.sciencemag.org/careers/1999/06/marketing-i-promotion-strategy-and-personal-selling-part-12-learnins-my-mba-series","2019-10-27 10:07:15"
177,"https://www.sciencemag.org/careers/1999/06/scientists-get-crash-course-policy","2019-10-27 10:07:17"
178,"https://www.sciencemag.org/careers/1999/06/site-review-how-leave-physics","2019-10-27 10:07:18"
179,"https://www.sciencemag.org/careers/1999/06/my-life-postdoc-company-abo","2019-10-27 10:07:19"
180,"https://www.sciencemag.org/careers/1999/06/comic-national-institutes-h-e-double-hockey-sticks","2019-10-27 10:07:21"
181,"https://www.sciencemag.org/careers/1999/06/concept-me-inc","2019-10-27 10:07:22"
182,"https://www.sciencemag.org/careers/1999/06/scientists-block-nih-plan-grant-phds","2019-10-27 10:07:23"
185,"https://www.sciencemag.org/careers/1999/06/proteomics-introduction","2019-10-27 10:07:27"
186,"https://www.sciencemag.org/careers/1999/06/uk-news-feature-index","2019-10-27 10:07:28"
187,"https://www.sciencemag.org/careers/1999/06/marie-curie-fellowship-association-interdisciplinary-network-young-european-researchers","2019-10-27 10:07:29"
188,"https://www.sciencemag.org/careers/1999/08/single-minded-pursuit","2019-10-27 10:07:34"
189,"https://www.sciencemag.org/careers/1999/08/introducing-grantdoctor","2019-10-27 10:07:36"
190,"https://www.sciencemag.org/careers/1999/08/nih-nixes-plan-grant-phds","2019-10-27 10:07:37"
191,"https://www.sciencemag.org/careers/1999/08/industrial-postdocs-choosing-industrial-postdoc-finally-get-life","2019-10-27 10:07:39"
192,"https://www.sciencemag.org/careers/1999/08/industrial-postdocs-similarities-and-differences-between-industrial-and-academic","2019-10-27 10:07:41"
193,"https://www.sciencemag.org/careers/1999/08/industrial-postdocs-un-postdoc-industriel-pour-commencer-vivre","2019-10-27 10:07:42"
194,"https://www.sciencemag.org/careers/1999/08/industrial-postdocs-wave-present","2019-10-27 10:07:43"
195,"https://www.sciencemag.org/careers/1999/08/industrial-postdocs-pros-and-cons-doing-industrial-postdoc","2019-10-27 10:07:45"
196,"https://www.sciencemag.org/careers/1999/08/site-review-careers-biotechnology","2019-10-27 10:07:46"
197,"https://www.sciencemag.org/careers/1999/08/industrial-postdocs-feature-index","2019-10-27 10:07:48"
198,"https://www.sciencemag.org/careers/1999/07/germany-boosts-its-spending-biocomputing","2019-10-27 10:07:50"
199,"https://www.sciencemag.org/careers/1999/07/keck-gives-110-million-usc-initiatives","2019-10-27 10:07:51"
200,"https://www.sciencemag.org/careers/1999/07/feds-question-graduate-student-reimbursement-policies-are-uc-grad-students-being","2019-10-27 10:07:53"
201,"https://www.sciencemag.org/careers/1999/07/science-funding-2000-waiting-and-worrying","2019-10-27 10:07:54"
202,"https://www.sciencemag.org/careers/1999/07/new-prize-german-american-collaboration-science","2019-10-27 10:07:55"
203,"https://www.sciencemag.org/careers/1999/07/biotechnology-human-resources-council-starts-industry-internship-program","2019-10-27 10:07:58"
204,"https://www.sciencemag.org/careers/1999/07/jobs-industry-vs-jobs-national-labs","2019-10-27 10:07:59"
205,"https://www.sciencemag.org/careers/1999/07/site-review-having-academic-career-and-baby-uc-davis","2019-10-27 10:08:00"
206,"https://www.sciencemag.org/careers/1999/07/women-science-networks-organize-brussels-conference","2019-10-27 10:08:03"
207,"https://www.sciencemag.org/careers/1999/07/top-eleven-rules-job-hunting-online-world","2019-10-27 10:08:04"
208,"https://www.sciencemag.org/careers/1999/07/diary-british-scientist-part-3-time-stop-hiding-behind-faceless-cv-and-start-networking","2019-10-27 10:08:05"
209,"https://www.sciencemag.org/careers/1999/07/site-review-waterloo-career-development-manual","2019-10-27 10:08:07"
210,"https://www.sciencemag.org/careers/1999/07/telephone-job-search-power-tool","2019-10-27 10:08:09"
212,"https://www.sciencemag.org/careers/1999/07/field-report-9-spy-tries-get-his-facts-straight","2019-10-27 10:08:11"
213,"https://www.sciencemag.org/careers/1999/09/grant-reviews-part-three-insiders-view-nih-review-process","2019-10-27 10:08:16"
214,"https://www.sciencemag.org/careers/1999/09/grants-and-grant-writing-index","2019-10-27 10:08:19"
215,"https://www.sciencemag.org/careers/1999/09/grantdoctor-where-can-i-find-money-elementary-school-science-how-do-i-get-instructions","2019-10-27 10:08:20"
216,"https://www.sciencemag.org/careers/1999/09/professional-issues-index","2019-10-27 10:08:22"
217,"https://www.sciencemag.org/careers/1999/09/letter-boundary-panel","2019-10-27 10:08:23"
218,"https://www.sciencemag.org/careers/1999/09/field-report-11-spy-gets-inside-story","2019-10-27 10:08:26"
219,"https://www.sciencemag.org/careers/1999/09/site-review-careerstorm","2019-10-27 10:08:28"
220,"https://www.sciencemag.org/careers/1999/09/marketing-i-brand-equity-part-xv-learnins-my-mba-series","2019-10-27 10:08:29"
221,"https://www.sciencemag.org/careers/1999/09/grantdoctor-how-do-i-appeal-grant-review-what-are-sources-alternative-medicine-funding","2019-10-27 10:08:31"
222,"https://www.sciencemag.org/careers/1999/09/rules-road-collection-philosophies-leaders-biotechnology-industry","2019-10-27 10:08:33"
223,"https://www.sciencemag.org/careers/1999/09/reprints-index-reprints-and-selected-resources","2019-10-27 10:08:34"
224,"https://www.sciencemag.org/careers/1999/09/grant-reviews-part-one-introduction-review-process","2019-10-27 10:08:38"
225,"https://www.sciencemag.org/careers/1999/09/thrill-paper-agony-review-part-one","2019-10-27 10:08:39"
226,"https://www.sciencemag.org/careers/1999/09/grant-reviews-part-two-evolution-review-process-nih-and-nsf","2019-10-27 10:08:41"
227,"https://www.sciencemag.org/careers/1999/09/qa-rita-colwell-director-national-science-foundation","2019-10-27 10:08:42"
228,"https://www.sciencemag.org/careers/1999/08/ottawa-life-sciences-council-adds-job-fair-their-annual-conference","2019-10-27 10:08:45"
229,"https://www.sciencemag.org/careers/1999/08/strategic-communication-inside-and-outside-academia","2019-10-27 10:08:47"
230,"https://www.sciencemag.org/careers/1999/08/grantdoctor-index-columns","2019-10-27 10:08:47"
231,"https://www.sciencemag.org/careers/1999/08/marketing-i-distribution-strategy-part-xiv-learnins-my-mba-series","2019-10-27 10:08:49"
232,"https://www.sciencemag.org/careers/1999/08/grantdoctor-does-my-proposal-fit-how-do-i-resubmit","2019-10-27 10:08:50"
233,"https://www.sciencemag.org/careers/1999/08/diary-british-scientist-part-4-back-school","2019-10-27 10:08:52"
234,"https://www.sciencemag.org/careers/1999/08/site-review-industry-canada","2019-10-27 10:08:55"
235,"https://www.sciencemag.org/careers/1999/08/field-report-10-its-all-relative","2019-10-27 10:08:57"
236,"https://www.sciencemag.org/careers/1999/08/why-bench-science-may-scare-potential-scientific-mothers-be","2019-10-27 10:08:58"
237,"https://www.sciencemag.org/careers/1999/08/site-review-effective-presentation-scientists-online-tutorials","2019-10-27 10:09:00"
238,"https://www.sciencemag.org/careers/1999/10/how-work-scientific-conference","2019-10-27 10:09:05"
239,"https://www.sciencemag.org/careers/1999/10/welcome-german-scientific-community","2019-10-27 10:09:07"
240,"https://www.sciencemag.org/careers/1999/10/grantdoctor-can-i-get-funds-support-second-degree-veterinary-science-how-can-i-get","2019-10-27 10:09:08"
241,"https://www.sciencemag.org/careers/1999/10/special-greetings-german-scientific-community","2019-10-27 10:09:10"
242,"https://www.sciencemag.org/careers/1999/10/career-seminar-series-launched-university-toronto-program","2019-10-27 10:09:12"
243,"https://www.sciencemag.org/careers/1999/10/time-management-101-grant-applicants","2019-10-27 10:09:13"
244,"https://www.sciencemag.org/careers/1999/10/grant-reviews-part-four-federal-review-nsf","2019-10-27 10:09:14"
245,"https://www.sciencemag.org/careers/1999/10/german-university-reform-qualified-germany-has-become-worldwide-symbol-quality-again","2019-10-27 10:09:14"
246,"https://www.sciencemag.org/careers/1999/10/nsf-criteria","2019-10-27 10:09:15"
247,"https://www.sciencemag.org/careers/1999/10/german-university-reform-facing-major-change","2019-10-27 10:09:16"
248,"https://www.sciencemag.org/careers/1999/10/german-university-reform-qualified-germany-mu-wieder-ein-weltweites-g-tesiegel-werden","2019-10-27 10:09:17"
249,"https://www.sciencemag.org/careers/1999/10/scientists-computer-gaming-feature-index","2019-10-27 10:09:19"
250,"https://www.sciencemag.org/careers/1999/10/scientists-computer-gaming-i-was-space-invaders-demon","2019-10-27 10:09:21"
251,"https://www.sciencemag.org/careers/1999/10/scientists-computer-gaming-going-game-university","2019-10-27 10:09:23"
252,"https://www.sciencemag.org/careers/1999/10/womens-salaries-why-wage-gap-worsens","2019-10-27 10:09:24"
253,"https://www.sciencemag.org/careers/1999/10/scientists-computer-gaming-deciding-entertain","2019-10-27 10:09:25"
